ID,cluster,time,activity
20121211121126,Cluster 1,7,E
20121211121126,Cluster 1,8,D
20121211121126,Cluster 1,9,D
20121211121126,Cluster 1,10,D
20121211121126,Cluster 1,11,D
20121211121126,Cluster 1,12,D
20121211121126,Cluster 1,13,D
20121211121126,Cluster 1,14,D
20121211121126,Cluster 1,15,D
20121211121126,Cluster 1,16,H
20121211121126,Cluster 1,17,D
20121211121126,Cluster 1,18,D
20121211121126,Cluster 1,19,D
20121211121126,Cluster 1,20,D
20121211121126,Cluster 1,21,D
20121211121126,Cluster 1,22,D
20121211121126,Cluster 1,23,D
20121211121126,Cluster 1,24,E
20121211121126,Cluster 1,25,E
20121211121126,Cluster 1,26,E
20121211121126,Cluster 1,27,B
20121211121126,Cluster 1,28,D
20121211121126,Cluster 1,29,D
20121211121126,Cluster 1,30,D
20121211121126,Cluster 1,31,D
20121211121126,Cluster 1,32,D
20121211121126,Cluster 1,33,D
20121211121126,Cluster 1,34,D
20121211121126,Cluster 1,35,D
20121211121126,Cluster 1,36,D
20121211121126,Cluster 1,37,D
20121211121126,Cluster 1,38,D
20121211121126,Cluster 1,39,C
20121211121126,Cluster 1,40,C
20121211121126,Cluster 1,41,C
20121211121126,Cluster 1,42,C
20121211121126,Cluster 1,43,C
20121211121126,Cluster 1,44,C
20121211121126,Cluster 1,45,C
20121211121126,Cluster 1,46,C
20121211121126,Cluster 1,47,C
20121211121126,Cluster 1,48,C
20120807120889,Cluster 1,1,C
20120807120889,Cluster 1,2,C
20120807120889,Cluster 1,3,C
20120807120889,Cluster 1,4,C
20120807120889,Cluster 1,5,F
20120807120889,Cluster 1,6,E
20120807120889,Cluster 1,7,B
20120807120889,Cluster 1,8,F
20120807120889,Cluster 1,9,D
20120807120889,Cluster 1,10,D
20120807120889,Cluster 1,11,D
20120807120889,Cluster 1,12,E
20120807120889,Cluster 1,13,E
20120807120889,Cluster 1,14,E
20120807120889,Cluster 1,15,E
20120807120889,Cluster 1,16,E
20120807120889,Cluster 1,17,E
20120807120889,Cluster 1,18,E
20120807120889,Cluster 1,19,H
20120807120889,Cluster 1,20,H
20120807120889,Cluster 1,21,H
20120807120889,Cluster 1,22,D
20120807120889,Cluster 1,23,D
20120807120889,Cluster 1,24,D
20120807120889,Cluster 1,25,D
20120807120889,Cluster 1,26,D
20120807120889,Cluster 1,27,D
20120807120889,Cluster 1,28,D
20120807120889,Cluster 1,29,D
20120807120889,Cluster 1,30,D
20120807120889,Cluster 1,31,B
20120807120889,Cluster 1,32,D
20120807120889,Cluster 1,33,D
20120807120889,Cluster 1,34,D
20120807120889,Cluster 1,35,D
20120807120889,Cluster 1,36,D
20120807120889,Cluster 1,37,D
20120807120889,Cluster 1,38,D
20120807120889,Cluster 1,39,D
20120807120889,Cluster 1,40,C
20120807120889,Cluster 1,41,C
20120807120889,Cluster 1,42,C
20120807120889,Cluster 1,43,C
20120807120889,Cluster 1,44,C
20120807120889,Cluster 1,45,C
20120807120889,Cluster 1,46,C
20120807120889,Cluster 1,47,C
20120807120889,Cluster 1,48,C
20100807101785,Cluster 1,1,C
20100807101785,Cluster 1,2,C
20100807101785,Cluster 1,3,C
20100807101785,Cluster 1,4,C
20100807101785,Cluster 1,5,C
20100807101785,Cluster 1,6,C
20100807101785,Cluster 1,7,C
20100807101785,Cluster 1,8,C
20100807101785,Cluster 1,9,C
20100807101785,Cluster 1,10,C
20100807101785,Cluster 1,11,C
20100807101785,Cluster 1,12,C
20100807101785,Cluster 1,13,C
20100807101785,Cluster 1,14,C
20100807101785,Cluster 1,15,C
20100807101785,Cluster 1,16,C
20100807101785,Cluster 1,17,H
20100807101785,Cluster 1,18,K
20100807101785,Cluster 1,19,K
20100807101785,Cluster 1,20,E
20100807101785,Cluster 1,21,E
20100807101785,Cluster 1,22,E
20100807101785,Cluster 1,23,E
20100807101785,Cluster 1,24,E
20100807101785,Cluster 1,25,E
20100807101785,Cluster 1,26,D
20100807101785,Cluster 1,27,D
20100807101785,Cluster 1,28,D
20100807101785,Cluster 1,29,D
20100807101785,Cluster 1,30,E
20100807101785,Cluster 1,31,E
20100807101785,Cluster 1,32,D
20100807101785,Cluster 1,33,D
20100807101785,Cluster 1,34,I
20100807101785,Cluster 1,35,D
20100807101785,Cluster 1,36,D
20100807101785,Cluster 1,37,D
20100807101785,Cluster 1,38,D
20100807101785,Cluster 1,39,D
20100807101785,Cluster 1,40,D
20100807101785,Cluster 1,41,K
20100807101785,Cluster 1,42,K
20100807101785,Cluster 1,43,C
20100807101785,Cluster 1,44,C
20100807101785,Cluster 1,45,C
20100807101785,Cluster 1,46,C
20100807101785,Cluster 1,47,C
20100807101785,Cluster 1,48,C
20101110102092,Cluster 1,1,C
20101110102092,Cluster 1,2,C
20101110102092,Cluster 1,3,C
20101110102092,Cluster 1,4,C
20101110102092,Cluster 1,5,H
20101110102092,Cluster 1,6,D
20101110102092,Cluster 1,7,D
20101110102092,Cluster 1,8,D
20101110102092,Cluster 1,9,D
20101110102092,Cluster 1,10,B
20101110102092,Cluster 1,11,J
20101110102092,Cluster 1,12,J
20101110102092,Cluster 1,13,J
20101110102092,Cluster 1,14,J
20101110102092,Cluster 1,15,J
20101110102092,Cluster 1,16,D
20101110102092,Cluster 1,17,D
20101110102092,Cluster 1,18,D
20101110102092,Cluster 1,19,D
20101110102092,Cluster 1,20,D
20101110102092,Cluster 1,21,D
20101110102092,Cluster 1,22,D
20101110102092,Cluster 1,23,D
20101110102092,Cluster 1,24,D
20101110102092,Cluster 1,25,D
20101110102092,Cluster 1,26,D
20101110102092,Cluster 1,27,D
20101110102092,Cluster 1,28,D
20101110102092,Cluster 1,29,D
20101110102092,Cluster 1,30,D
20101110102092,Cluster 1,31,D
20101110102092,Cluster 1,32,D
20101110102092,Cluster 1,33,D
20101110102092,Cluster 1,34,D
20101110102092,Cluster 1,35,C
20101110102092,Cluster 1,36,C
20101110102092,Cluster 1,37,C
20101110102092,Cluster 1,38,C
20101110102092,Cluster 1,39,C
20101110102092,Cluster 1,40,C
20101110102092,Cluster 1,41,C
20101110102092,Cluster 1,42,C
20101110102092,Cluster 1,43,C
20101110102092,Cluster 1,44,C
20101110102092,Cluster 1,45,C
20101110102092,Cluster 1,46,C
20101110102092,Cluster 1,47,C
20101110102092,Cluster 1,48,D
20040404042145,Cluster 1,1,C
20040404042145,Cluster 1,2,C
20040404042145,Cluster 1,3,C
20040404042145,Cluster 1,4,C
20040404042145,Cluster 1,5,C
20040404042145,Cluster 1,6,C
20040404042145,Cluster 1,7,C
20040404042145,Cluster 1,8,C
20040404042145,Cluster 1,9,H
20040404042145,Cluster 1,10,E
20040404042145,Cluster 1,11,E
20040404042145,Cluster 1,12,E
20040404042145,Cluster 1,13,E
20040404042145,Cluster 1,14,E
20040404042145,Cluster 1,15,E
20040404042145,Cluster 1,16,D
20040404042145,Cluster 1,17,D
20040404042145,Cluster 1,18,D
20040404042145,Cluster 1,19,D
20040404042145,Cluster 1,20,B
20040404042145,Cluster 1,21,D
20040404042145,Cluster 1,22,D
20040404042145,Cluster 1,23,D
20040404042145,Cluster 1,24,D
20040404042145,Cluster 1,25,D
20040404042145,Cluster 1,26,D
20040404042145,Cluster 1,27,D
20040404042145,Cluster 1,28,H
20040404042145,Cluster 1,29,E
20040404042145,Cluster 1,30,D
20040404042145,Cluster 1,31,D
20040404042145,Cluster 1,32,D
20040404042145,Cluster 1,33,D
20040404042145,Cluster 1,34,D
20040404042145,Cluster 1,35,D
20040404042145,Cluster 1,36,C
20040404042145,Cluster 1,37,C
20040404042145,Cluster 1,38,C
20040404042145,Cluster 1,39,C
20040404042145,Cluster 1,40,C
20040404042145,Cluster 1,41,C
20040404042145,Cluster 1,42,C
20040404042145,Cluster 1,43,C
20040404042145,Cluster 1,44,C
20040404042145,Cluster 1,45,C
20040404042145,Cluster 1,46,C
20040404042145,Cluster 1,47,C
20040404042145,Cluster 1,48,C
20060806062291,Cluster 1,1,C
20060806062291,Cluster 1,2,C
20060806062291,Cluster 1,3,C
20060806062291,Cluster 1,4,C
20060806062291,Cluster 1,5,C
20060806062291,Cluster 1,6,C
20060806062291,Cluster 1,7,D
20060806062291,Cluster 1,8,D
20060806062291,Cluster 1,9,D
20060806062291,Cluster 1,10,D
20060806062291,Cluster 1,11,B
20060806062291,Cluster 1,12,D
20060806062291,Cluster 1,13,F
20060806062291,Cluster 1,14,F
20060806062291,Cluster 1,15,F
20060806062291,Cluster 1,16,D
20060806062291,Cluster 1,17,D
20060806062291,Cluster 1,18,D
20060806062291,Cluster 1,19,D
20060806062291,Cluster 1,20,D
20060806062291,Cluster 1,21,D
20060806062291,Cluster 1,22,D
20060806062291,Cluster 1,23,D
20060806062291,Cluster 1,24,D
20060806062291,Cluster 1,25,H
20060806062291,Cluster 1,26,D
20060806062291,Cluster 1,27,D
20060806062291,Cluster 1,28,A
20060806062291,Cluster 1,29,A
20060806062291,Cluster 1,30,D
20060806062291,Cluster 1,31,D
20060806062291,Cluster 1,32,D
20060806062291,Cluster 1,33,D
20060806062291,Cluster 1,34,D
20060806062291,Cluster 1,35,D
20060806062291,Cluster 1,36,C
20060806062291,Cluster 1,37,C
20060806062291,Cluster 1,38,C
20060806062291,Cluster 1,39,C
20060806062291,Cluster 1,40,C
20060806062291,Cluster 1,41,C
20060806062291,Cluster 1,42,C
20060806062291,Cluster 1,43,C
20060806062291,Cluster 1,44,C
20060806062291,Cluster 1,45,C
20060806062291,Cluster 1,46,C
20060806062291,Cluster 1,47,C
20060806062291,Cluster 1,48,C
20130706130642,Cluster 1,1,D
20130706130642,Cluster 1,2,D
20130706130642,Cluster 1,3,B
20130706130642,Cluster 1,4,E
20130706130642,Cluster 1,5,O
20130706130642,Cluster 1,6,D
20130706130642,Cluster 1,7,D
20130706130642,Cluster 1,8,D
20130706130642,Cluster 1,9,D
20130706130642,Cluster 1,10,D
20130706130642,Cluster 1,11,G
20130706130642,Cluster 1,12,G
20130706130642,Cluster 1,13,F
20130706130642,Cluster 1,14,F
20130706130642,Cluster 1,15,D
20130706130642,Cluster 1,16,D
20130706130642,Cluster 1,17,H
20130706130642,Cluster 1,18,D
20130706130642,Cluster 1,19,D
20130706130642,Cluster 1,20,D
20130706130642,Cluster 1,21,B
20130706130642,Cluster 1,22,B
20130706130642,Cluster 1,23,B
20130706130642,Cluster 1,24,B
20130706130642,Cluster 1,25,K
20130706130642,Cluster 1,26,K
20130706130642,Cluster 1,27,D
20130706130642,Cluster 1,28,D
20130706130642,Cluster 1,29,H
20130706130642,Cluster 1,30,H
20130706130642,Cluster 1,31,D
20130706130642,Cluster 1,32,D
20130706130642,Cluster 1,33,D
20130706130642,Cluster 1,34,D
20130706130642,Cluster 1,35,D
20130706130642,Cluster 1,36,D
20130706130642,Cluster 1,37,C
20130706130642,Cluster 1,38,C
20130706130642,Cluster 1,39,C
20130706130642,Cluster 1,40,C
20130706130642,Cluster 1,41,C
20130706130642,Cluster 1,42,C
20130706130642,Cluster 1,43,C
20130706130642,Cluster 1,44,C
20130706130642,Cluster 1,45,C
20130706130642,Cluster 1,46,C
20130706130642,Cluster 1,47,C
20130706130642,Cluster 1,48,C
20110212101190,Cluster 1,1,C
20110212101190,Cluster 1,2,C
20110212101190,Cluster 1,3,C
20110212101190,Cluster 1,4,C
20110212101190,Cluster 1,5,H
20110212101190,Cluster 1,6,D
20110212101190,Cluster 1,7,D
20110212101190,Cluster 1,8,D
20110212101190,Cluster 1,9,D
20110212101190,Cluster 1,10,D
20110212101190,Cluster 1,11,D
20110212101190,Cluster 1,12,D
20110212101190,Cluster 1,13,E
20110212101190,Cluster 1,14,H
20110212101190,Cluster 1,15,H
20110212101190,Cluster 1,16,H
20110212101190,Cluster 1,17,E
20110212101190,Cluster 1,18,E
20110212101190,Cluster 1,19,E
20110212101190,Cluster 1,20,E
20110212101190,Cluster 1,21,E
20110212101190,Cluster 1,22,D
20110212101190,Cluster 1,23,D
20110212101190,Cluster 1,24,D
20110212101190,Cluster 1,25,L
20110212101190,Cluster 1,26,L
20110212101190,Cluster 1,27,L
20110212101190,Cluster 1,28,L
20110212101190,Cluster 1,29,E
20110212101190,Cluster 1,30,E
20110212101190,Cluster 1,31,H
20110212101190,Cluster 1,32,H
20110212101190,Cluster 1,33,D
20110212101190,Cluster 1,34,L
20110212101190,Cluster 1,35,L
20110212101190,Cluster 1,36,D
20110212101190,Cluster 1,37,D
20110212101190,Cluster 1,38,B
20110212101190,Cluster 1,39,C
20110212101190,Cluster 1,40,C
20110212101190,Cluster 1,41,C
20110212101190,Cluster 1,42,C
20110212101190,Cluster 1,43,C
20110212101190,Cluster 1,44,C
20110212101190,Cluster 1,45,C
20110212101190,Cluster 1,46,C
20110212101190,Cluster 1,47,C
20110212101190,Cluster 1,48,C
20140807140027,Cluster 1,1,C
20140807140027,Cluster 1,2,C
20140807140027,Cluster 1,3,C
20140807140027,Cluster 1,4,C
20140807140027,Cluster 1,5,C
20140807140027,Cluster 1,6,C
20140807140027,Cluster 1,7,H
20140807140027,Cluster 1,8,D
20140807140027,Cluster 1,9,D
20140807140027,Cluster 1,10,D
20140807140027,Cluster 1,11,D
20140807140027,Cluster 1,12,D
20140807140027,Cluster 1,13,D
20140807140027,Cluster 1,14,D
20140807140027,Cluster 1,15,D
20140807140027,Cluster 1,16,D
20140807140027,Cluster 1,17,D
20140807140027,Cluster 1,18,D
20140807140027,Cluster 1,19,D
20140807140027,Cluster 1,20,D
20140807140027,Cluster 1,21,D
20140807140027,Cluster 1,22,D
20140807140027,Cluster 1,23,H
20140807140027,Cluster 1,24,H
20140807140027,Cluster 1,25,H
20140807140027,Cluster 1,26,H
20140807140027,Cluster 1,27,D
20140807140027,Cluster 1,28,D
20140807140027,Cluster 1,29,D
20140807140027,Cluster 1,30,D
20140807140027,Cluster 1,31,D
20140807140027,Cluster 1,32,D
20140807140027,Cluster 1,33,D
20140807140027,Cluster 1,34,D
20140807140027,Cluster 1,35,D
20140807140027,Cluster 1,36,D
20140807140027,Cluster 1,37,D
20140807140027,Cluster 1,38,D
20140807140027,Cluster 1,39,D
20140807140027,Cluster 1,40,D
20140807140027,Cluster 1,41,C
20140807140027,Cluster 1,42,C
20140807140027,Cluster 1,43,C
20140807140027,Cluster 1,44,C
20140807140027,Cluster 1,45,C
20140807140027,Cluster 1,46,C
20140807140027,Cluster 1,47,C
20140807140027,Cluster 1,48,C
20140504140608,Cluster 1,1,C
20140504140608,Cluster 1,2,C
20140504140608,Cluster 1,3,C
20140504140608,Cluster 1,4,C
20140504140608,Cluster 1,5,E
20140504140608,Cluster 1,6,D
20140504140608,Cluster 1,7,D
20140504140608,Cluster 1,8,D
20140504140608,Cluster 1,9,D
20140504140608,Cluster 1,10,D
20140504140608,Cluster 1,11,D
20140504140608,Cluster 1,12,D
20140504140608,Cluster 1,13,D
20140504140608,Cluster 1,14,D
20140504140608,Cluster 1,15,D
20140504140608,Cluster 1,16,D
20140504140608,Cluster 1,17,H
20140504140608,Cluster 1,18,D
20140504140608,Cluster 1,19,D
20140504140608,Cluster 1,20,D
20140504140608,Cluster 1,21,D
20140504140608,Cluster 1,22,D
20140504140608,Cluster 1,23,D
20140504140608,Cluster 1,24,D
20140504140608,Cluster 1,25,D
20140504140608,Cluster 1,26,D
20140504140608,Cluster 1,27,D
20140504140608,Cluster 1,28,D
20140504140608,Cluster 1,29,D
20140504140608,Cluster 1,30,D
20140504140608,Cluster 1,31,D
20140504140608,Cluster 1,32,D
20140504140608,Cluster 1,33,D
20140504140608,Cluster 1,34,D
20140504140608,Cluster 1,35,D
20140504140608,Cluster 1,36,C
20140504140608,Cluster 1,37,C
20140504140608,Cluster 1,38,C
20140504140608,Cluster 1,39,C
20140504140608,Cluster 1,40,C
20140504140608,Cluster 1,41,C
20140504140608,Cluster 1,42,C
20140504140608,Cluster 1,43,C
20140504140608,Cluster 1,44,C
20140504140608,Cluster 1,45,C
20140504140608,Cluster 1,46,C
20140504140608,Cluster 1,47,C
20140504140608,Cluster 1,48,C
20080202080787,Cluster 1,1,C
20080202080787,Cluster 1,2,C
20080202080787,Cluster 1,3,C
20080202080787,Cluster 1,4,C
20080202080787,Cluster 1,5,C
20080202080787,Cluster 1,6,C
20080202080787,Cluster 1,7,H
20080202080787,Cluster 1,8,B
20080202080787,Cluster 1,9,H
20080202080787,Cluster 1,10,H
20080202080787,Cluster 1,11,D
20080202080787,Cluster 1,12,D
20080202080787,Cluster 1,13,E
20080202080787,Cluster 1,14,D
20080202080787,Cluster 1,15,D
20080202080787,Cluster 1,16,H
20080202080787,Cluster 1,17,D
20080202080787,Cluster 1,18,D
20080202080787,Cluster 1,19,D
20080202080787,Cluster 1,20,K
20080202080787,Cluster 1,21,K
20080202080787,Cluster 1,22,K
20080202080787,Cluster 1,23,K
20080202080787,Cluster 1,24,K
20080202080787,Cluster 1,25,D
20080202080787,Cluster 1,26,D
20080202080787,Cluster 1,27,E
20080202080787,Cluster 1,28,E
20080202080787,Cluster 1,29,H
20080202080787,Cluster 1,30,D
20080202080787,Cluster 1,31,D
20080202080787,Cluster 1,32,D
20080202080787,Cluster 1,33,D
20080202080787,Cluster 1,34,D
20080202080787,Cluster 1,35,D
20080202080787,Cluster 1,36,D
20080202080787,Cluster 1,37,D
20080202080787,Cluster 1,38,C
20080202080787,Cluster 1,39,C
20080202080787,Cluster 1,40,C
20080202080787,Cluster 1,41,C
20080202080787,Cluster 1,42,C
20080202080787,Cluster 1,43,C
20080202080787,Cluster 1,44,C
20080202080787,Cluster 1,45,C
20080202080787,Cluster 1,46,C
20080202080787,Cluster 1,47,C
20080202080787,Cluster 1,48,C
20050303052303,Cluster 1,1,C
20050303052303,Cluster 1,2,C
20050303052303,Cluster 1,3,C
20050303052303,Cluster 1,4,C
20050303052303,Cluster 1,5,C
20050303052303,Cluster 1,6,C
